vin,car_make,car_year,car_color
TRUDD38JX91768828,Mitsubishi,1991,Yellow
5FPYK1F28CB870474,Chevrolet,2001,
1G4CU541X14399166,Chevrolet,2010,Maroon
3FAHP0DC7AR071335,Honda,2004,Maroon
SALAK2V66FA129671,Ford,2005,Teal
WAUKFAFL8CN620209,Oldsmobile,1993,
SALAF2D41AA979902,Nissan,2012,Blue
WAUAF48H68K056767,Ford,2005,Fuscia
WBAEU33412P320574,Chevrolet,1997,Mauv
WA1CYBFE0AD754864,Mitsubishi,1991,Puce
WDDGF4HB5EA782684,,,
WBALW7C56DD474218,Chevrolet,2003,Teal
2G4WC582281149865,Mitsubishi,2005,
WBAVC53567A177607,GMC,2000,Pink
WAUVT68E32A613563,Chevrolet,2007,Fuscia
5N1AN0NWXFN784651,Lincoln,2012,Violet
JM3TB2BV8E0132806,,,
YV4952CY7C1883919,Dodge,1998,Khaki
1GD12XEG6FF187890,Dodge,1999,Khaki
WA1EY94L39D435537,Lexus,2009,Green
1FTWW3B5XAE392926,Toyota,2007,Green
5NPET4AC7AH783688,GMC,1995,
WAUDGAFL8AA282921,Lexus,2012,Blue
1G6AL5SX6E0237928,Chevrolet,1996,Fuscia
WAUHFAFL1AN317036,Saturn,1997,Goldenrod
SCBDR3ZA0BC101208,Honda,2012,Aquamarine
KNADH5A35B6094406,Volkswagen,2006,Goldenrod
1N6AA0CC2EN887406,Toyota,2004,Puce
WA1DGAFP5DA028149,Lamborghini,1999,Violet
SCFBF04B97G262069,Nissan,2002,
WBXPC93577W040684,Geo,1994,Orange
1G6KD57Y47U112151,GMC,2006,Orange
3VWKP7AJ8EM486773,Mercury,2005,Turquoise
1N6BF0KLXFN766339,Buick,1985,Mauv
JTEBC3EH1B2785695,Mercedes-Benz,1998,Violet
1GTN1TEH8EZ193018,Mazda,1999,
1N4AL2AP4BC693035,Cadillac,1993,
1C3CDWEA7CD597655,,,Crimson
WBAFV3C53ED441915,Mercury,2011,Goldenrod
KNAFT4A20A5069359,Dodge,1997,Teal
2CTALBEWXA6734999,BMW,2006,Crimson
WBAUN13578V031824,Dodge,2006,Orange
KL4CJGSB1FB577645,Ford,2000,Aquamarine
WAUVT54B64N831787,Mercedes-Benz,2007,Aquamarine
1D7CW3BK2AS835542,,,Green
1G6KE54Y12U658061,Dodge,1981,Fuscia
WAUDH48HX7K210063,Mercedes-Benz,2008,Crimson
WAUDF78E07A794508,Mazda,1993,Violet
5N1AN0NUXFN864126,Porsche,2006,Crimson
JM1NC2EF4A0998502,Buick,1993,Turquoise
1FADP5CU8EL589819,Mazda,2012,Fuscia
WAUPFAFM0BA535417,Mercury,1984,Turquoise
SCBGT3ZA3EC439785,Volvo,2012,Goldenrod
1G4HP52K45U517887,Audi,1991,Orange
WA1LMAFE8AD224986,Mercedes-Benz,1993,Yellow
19UUA66245A452157,Ford,2008,Puce
1G6KD57Y38U009840,Ram,2011,Khaki
JN8AS5MT9BW279405,Toyota,1993,Maroon
1C6RD6MT9CS278608,Infiniti,2002,Purple
SCBGC3ZAXEC798597,Audi,2001,Green
2HNYD28247H956994,Mercedes-Benz,2011,Pink
1GYFK26289R865231,Chrysler,2007,Maroon
WAUDFAFL6CN319205,Lincoln,2006,Maroon
JTHBK1EG6B2420639,Jeep,2008,Crimson
WBA3B1G53FN769955,Chevrolet,2005,
WAUXL58EX5A407809,GMC,2002,Pink
2C3CA2CV0AH340280,,,
WAU3GAFD4FN398489,Dodge,1993,Khaki
1FTEX1C80AF855219,Ford,1988,
1GD312CG2CF112634,Mercedes-Benz,1997,Mauv
2T1BURHE3FC543536,Buick,1986,Maroon
WBAPH7C57AE972266,Chrysler,2004,Puce
3D7JV1EP1AG789084,Jeep,2006,
2GKALMEK4F6930890,BMW,2004,Purple
1FTSW2A58AE241674,GMC,2005,Maroon
1G6AG5RX6F0442502,Chrysler,2006,Pink
5UXZV4C52D0975501,Mitsubishi,1986,Aquamarine
WA1CFAFP9CA804327,Chrysler,1995,Puce
19UUA65634A315052,GMC,1998,Blue
WBA5M4C53ED582620,Ford,1989,Mauv
SAJWA0F78F8427059,Audi,2010,Violet
WAUDH78E48A433598,Volvo,1998,Aquamarine
3D7TT2HT2AG783291,Buick,1993,Aquamarine
1G6DK1E33D0144171,Lamborghini,2006,
WAUJC68E65A216805,Ford,1996,Maroon
WA1WKAFP8BA338574,Lexus,2009,Turquoise
WBAYB6C51DD294589,Ford,2005,Blue
WBANB335X5C631978,BMW,2011,Fuscia
KMHHT6KD7EU885211,,,Teal
WA1AM94L49D994489,GMC,2013,Violet
WVGAV3AX1DW675809,Chevrolet,1994,Aquamarine
WBANA53594B788677,Subaru,1997,
SCBBP9ZA8BC264348,Audi,2012,
5UXKR2C52F0010618,Nissan,2012,Violet
4USDU53477L219347,Jaguar,2004,Red
1GYS4BEF1DR553208,Chevrolet,2010,Mauv
WBAFV3C5XFD574673,,,Red
2C3CDXFG3EH635512,Chevrolet,1992,Red
2C4RDGCG9CR032856,Mercedes-Benz,1989,Crimson
KNADH4A35B6893340,Honda,2006,
JA32X2HU7DU061110,GMC,2012,Green
KMHGH4JH4DU056424,Hyundai,2013,Purple
1N6AF0KY3EN153145,Volkswagen,1988,Red
3FAHP0CG6BR411872,Audi,2002,Crimson
SCBBB7ZH9EC086325,Kia,1997,Fuscia
1YVHZ8BH4B5257124,Cadillac,2008,
2T2BK1BA9FC226997,GMC,2002,
WBAWR3C53AP045318,Smart,2010,Blue
1FTMF1EW5AF769642,Volkswagen,2007,Orange
WDDHF5KB0EA773006,Ford,2006,Goldenrod
WA1WGBFP6EA120970,Mitsubishi,1998,Purple
WAUML64B74N505109,Oldsmobile,1998,Maroon
WAUSG78E46A171976,Volkswagen,2001,
WP0AA2A95AS495487,Pontiac,2004,Fuscia
2G61S5S31F9293878,Mercedes-Benz,2011,Crimson
WDDHH8JBXFB950220,Hyundai,2009,Turquoise
SCFEBBBK1BG445210,Lincoln,2011,Pink
5TDBKRFH3FS449506,Volvo,1993,Blue
5GNRNJEE3A8869102,Mercury,1988,Indigo
1GD01ZCG5EF990623,Nissan,2013,Red
1N4AA5AP2DC463455,Volkswagen,2011,Indigo
WBAVT73528F340818,Subaru,2012,Purple
WBABN53413P197288,Mercedes-Benz,1992,Violet
WBSBL93443J317015,Lexus,2007,Aquamarine
5N1AN0NU6BC590364,Pontiac,1989,Yellow
1FTSW3A5XAE916334,Lincoln,1996,
WP0CA2A84FS075324,Mazda,2012,
SAJWA0F75F8666858,Infiniti,1998,Aquamarine
19UYA42442A983237,Mercedes-Benz,2009,
19UYA42471A633258,Chevrolet,1999,Blue
1G6DU57V490069729,Ford,1993,Aquamarine
WBANA535X5B152478,Volkswagen,2003,Yellow
1GD21ZCG5CZ538398,Chevrolet,2006,Pink
WBALZ5C53CC098514,Mitsubishi,2003,Goldenrod
SCBDC47L57C308678,Honda,2004,
2C3CDXCTXEH482757,Ford,1987,Crimson
WBA3B9C54EJ449618,Ford,2009,Puce
1C4RDHDG3DC465457,Hyundai,2013,Maroon
KMHHT6KD5BU576140,Infiniti,2010,Khaki
1FMJK1J50AE994175,Pontiac,1972,Purple
3GYT4LEF9DG893314,Aston Martin,2008,Green
1G4HB5EM3AU124307,Buick,1993,Red
KM8JT3AB3DU919563,Dodge,1995,
1J4PN2GK6AW986050,Oldsmobile,2002,Turquoise
1GYUCDEF2AR834047,Dodge,1997,Maroon
WBAGN63574D703181,Dodge,2010,Goldenrod
1D7RV1GT7BS310206,,,Indigo
WBADT434X1G024004,Suzuki,1996,Khaki
KNADM4A3XC6373003,Honda,2011,Purple
1GD12YEG9FF153674,Nissan,2007,
SALGR2VF5FA701187,Lincoln,2007,
WBAUN7C53DV382131,Chevrolet,2001,Violet
JN1CV6AP2CM531858,Chevrolet,2001,Khaki
JM1DE1HY5B0020587,Dodge,2009,Maroon
KL4CJDSB8FB317659,Kia,2012,Blue
WAUAH78E88A296801,Infiniti,2010,Indigo
2C3CCAAG2DH931059,Toyota,2012,Teal
2G4GT5GV3C9960990,GMC,2002,Turquoise
5N1AL0MM9DC172746,Lexus,2006,Maroon
3N1CE2CP3EL627579,Jaguar,1995,Puce
WAUDV94F87N933600,Chevrolet,2003,Blue
WBANF73556C071168,BMW,2006,Orange
WDDGF4HB3DG089057,Saab,2006,Green
WAUAF78E36A661789,Suzuki,2007,Orange
5FRYD4H20FB353111,Cadillac,2009,Orange
3VW8S7AT4FM909778,GMC,1994,
3FADP4AJ2CM587353,BMW,1997,Blue
2T1KE4EE3DC324125,Suzuki,1990,
1G6DF8E5XD0135644,Dodge,1997,Mauv
WAU2GAFC5CN498146,,,Violet
JTHBE1BL0FA313770,Pontiac,1989,Green
WAULD54B22N953533,Suzuki,1997,Khaki
WAU3MAFD3FN887720,Chrysler,1996,Teal
1D7RV1GT2BS134097,Audi,1988,Pink
WDDGF4HB6EA622491,Suzuki,2004,Teal
WBSWL93578P476450,Dodge,1995,Orange
WBAEU33444P066037,Lotus,1984,Khaki
1GD22XEG3FZ454129,GMC,1992,Khaki
JM1DE1KY8E0691720,Cadillac,2009,Mauv
WAUDF98E27A372008,Jaguar,2013,Violet
3GYFNHE35DS629761,Suzuki,1995,Green
1FTNS2EW5AD875977,Audi,1995,Aquamarine
1FTSX2B51AE988156,Mazda,1992,Mauv
KNADM5A32E6908768,Dodge,1996,Crimson
WAULK98K99N702722,Toyota,1997,Indigo
1G6DF8E5XE0784118,Mercedes-Benz,2006,
WAUDFBFC4CN321783,Nissan,2010,Red
KMHGC4DD6CU335170,Jeep,2008,Aquamarine
3D4PG1FGXBT393504,Ford,1995,Orange
5UMDU93547L274632,Lamborghini,2007,Red
1D7RV1CP0BS583447,BMW,1996,Indigo
2T2BK1BA8FC838186,Maserati,1989,
SCBLF44J08C565495,Mazda,1993,Purple
SCBZK25EX1C147351,Scion,2011,Crimson
2C4RDGBG4ER711034,Bentley,2006,Goldenrod
WBAPK7C52BF679209,BMW,2008,Green
2G4WE587881358307,,,Goldenrod
1GKS1EEF8BR217055,Subaru,2005,Maroon
5BZAF0AA5EN369005,Porsche,1985,Mauv
WAUNF78P08A234821,Chrysler,2008,Crimson
JTDKN3DU2B0399702,,,Aquamarine
WAUBVAFA5AN224740,,,Crimson
3VW4T7AT3EM522603,Toyota,1996,Turquoise
1G6YV36A265569050,Nissan,2008,Crimson
5GAEV13718J558632,Porsche,2010,Goldenrod
1GYS4CKJ4FR402655,Acura,1998,Turquoise
5N1AA0NE8FN990442,GMC,1995,Violet
WVWED7AJ5BW882356,Acura,2009,Violet
KNADM4A31C6754156,GMC,2008,Puce
1GD312CG2DF071813,,,Teal
JH4CU4F46CC908490,Pontiac,1990,Pink
5NPEB4AC0CH000622,Suzuki,2006,Puce
JTDKN3DU4A0975188,Chrysler,1999,Pink
YV426MDB0F2796771,,,Aquamarine
2C4RRGAG8ER915533,,,Purple
3C3CFFBR0FT815339,Volkswagen,1991,Turquoise
WBAGG83401D086957,Nissan,2004,Orange
WBA1J7C59FV039809,Renault,1983,
WP0AA2A95BS094863,Chevrolet,1970,Turquoise
WAUMFAFL3AN579395,GMC,1992,Orange
WAURVAFAXAN689965,BMW,2007,Khaki
JTJBM7FX9B5068102,,,Fuscia
19UUA56953A732092,Audi,2008,Aquamarine
SCBZK25EX1C129173,Infiniti,1996,Maroon
2G4GP5EX8F9618416,Chevrolet,1993,Red
1G6YX36D495834429,Honda,1998,Green
WAUKG78E25A932504,Mazda,1998,Maroon
2FMGK5CC3AB478742,Volvo,2008,Indigo
JM1NC2JF4E0927277,Ford,2007,Pink
5NPEB4ACXCH226229,Ford,2001,Orange
1GYEE23A990774875,Toyota,2009,Red
WAULF98K99N818054,Mitsubishi,1997,Blue
WA1LGBFE9BD023452,Pontiac,2002,
SCBDR33W77C713448,Chevrolet,1996,
JN1CV6FE9BM208915,Hummer,1996,Indigo
JN1CV6EK2FM069160,Nissan,1996,Green
WBA6B2C57FG721212,Toyota,2009,
5UXWX5C55CL189174,Land Rover,1994,Puce
5N1AA0NC5DN871176,Porsche,2003,Green
3N1CN7AP5FL337555,Geo,1997,Purple
WA1UFAFL1DA515851,,,Mauv
WUARL48H15K714881,Land Rover,1992,
WBADT63403C354773,,,Yellow
WBAVT13546K461366,Mazda,2012,Teal
1G6KD57Y97U320462,Ford,2007,Turquoise
1G6DC5E56C0855531,Lexus,1993,Aquamarine
1N6AA0CA2CN705229,Chevrolet,2008,Pink
WBSBL93455P216064,Toyota,1994,
WDCYC7DF6FX867589,Toyota,2000,Fuscia
3VW4T7AT0EM813303,Mercedes-Benz,1992,Purple
WAUYGAFC8DN914296,Mazda,2009,Turquoise
4A4AP3AU1EE363946,,,Aquamarine
3D73Y4HL5AG709764,Subaru,2010,Orange
2HNYD188X1H708819,Nissan,2009,
1GYS4EEJ1BR349463,Toyota,2005,Green
5XYZT3LB1FG778534,Audi,1993,Teal
1GYS4FEJ8CR855217,Chevrolet,2006,
19VDE2E5XEE631431,BMW,2006,
JM1GJ1T65E1355314,,,
1N6AA0ED4FN329404,GMC,1999,Mauv
WAUHFAFL2CA487173,Toyota,1994,Fuscia
1D7RB1GP6BS347940,Porsche,1994,Indigo
2B3CK9CV8AH806461,Honda,2008,Maroon
JN1CV6EK4DM658983,,,
3VW1K7AJXDM884740,Ford,2004,Yellow
1G6YV36A475818014,Jaguar,1992,Mauv
TRUSC28N911344276,Mazda,1996,Maroon
5TFBM5F13AX136769,Volvo,2007,Yellow
5NPDH4AE5FH282529,Mercury,1994,Yellow
WA1AV94L99D706947,Cadillac,2008,Aquamarine
1N4AB7AP1DN081446,Cadillac,1995,
19XFA1F31AE798483,Mazda,2000,Pink
WBAPL5C57BA496029,,,Pink
KMHGC4DD8DU007444,Lexus,2010,Khaki
1B3AZ6EZ0AV884659,Isuzu,2002,
1G6DS8EV9A0264546,Cadillac,2003,Indigo
1G6AM5S33F0593264,Volkswagen,1985,Yellow
WAULD64B63N522751,Toyota,2012,Fuscia
WAUFFAFL4BA957502,Subaru,1995,Pink
1VWAH7A30DC963075,Porsche,1989,
1GYS4JKJ2FR199544,GMC,2011,Mauv
1G4PS5SK9F4509876,Mercedes-Benz,2005,Crimson
NM0KS9BN8CT144685,BMW,2006,Violet
JTDJTUD3XED577190,Scion,2010,Indigo
3GYT4LEF1CG956260,Ford,2010,Khaki
3C3CFFHH5FT676520,Volkswagen,1997,Yellow
KNALN4D75E5044838,Toyota,2012,Puce
JTJBC1BAXB2423989,,,Turquoise
1FTEW1C88FF724159,Eagle,1992,Green
1FTWF3C51AE325629,Aston Martin,2006,Mauv
2T2BK1BA1EC422348,Lexus,1999,Indigo
1C3ADEBZ9DV188743,Morgan,2007,Violet
1G4GC5EC0BF576835,Ford,1990,Red
JN8AS5MT0BW416117,Buick,1987,
WP0AB2A85FK770531,Lexus,1996,Puce
WA1WKBFP2CA812459,Bentley,2011,Maroon
WAUGL68E45A989802,Plymouth,1985,Aquamarine
3MZBM1U7XEM104930,Maybach,2003,Pink
5UXFA13534L544354,Jeep,1999,Fuscia
5N1AR2MM3DC774102,Mazda,2000,Violet
JTDKTUD33ED656155,,,Maroon
2C3CDXBG6CH941560,Austin,1959,Maroon
JH4CL96898C727460,Scion,2008,
1FTDS3EL8AD890111,Chevrolet,1995,
3GYFNEE39DS460620,Volvo,2008,Green
3GYVKMEF7AG325885,Kia,2009,Puce
SCBLC43F86C389704,Chevrolet,2007,Teal
WA1KK78R49A122926,Ford,2001,Turquoise
5N1AA0NC7AN507028,Jeep,2008,Turquoise
SALAF2D44AA553668,Lincoln,2012,
JH4KC1F5XFC614326,,,Aquamarine
WUAAU34219N338614,Volvo,1992,
1D7RE3BK7AS893384,Toyota,2011,Mauv
1GD21ZCG3BZ075207,Jeep,2011,Fuscia
JM1NC2LF8F0226045,Ford,2004,Teal
SCBBP9ZA3CC729345,Ford,2003,Red
2B3CK3CV2AH628737,Isuzu,2000,Goldenrod
5UXZV4C54DL798772,Pontiac,1985,Red
5N1AR2MM2DC981208,Ford,1989,Aquamarine
1C3CCBCB4CN206415,GMC,2013,Orange
2C3CCADG6DH792517,Mercury,1984,Goldenrod
WBAWC3C5XAP379850,GMC,1995,Pink
WBAUN7C5XDV744178,Mazda,2003,Blue
5GAER13D09J271827,Mercedes-Benz,2011,Maroon
1G6AB5RX4E0664629,Saab,1988,Green
2G4GL5EX8E9869799,Subaru,2000,Purple
5N1AT2MK2FC667304,Ford,1989,Puce
5BZAF0AA1FN483858,Suzuki,1996,Fuscia
3GYFK66N45G125347,Mazda,1991,Red
SCFBF04B18G592788,Buick,2010,
1G4CU541444227087,Oldsmobile,2003,Blue
2C3CCAET1CH857929,Lexus,2011,Aquamarine
WDDGF4HB3DF109250,Honda,2009,Aquamarine
WD3PE7DC5F5057846,Toyota,2007,Aquamarine
19XFB2E52FE833075,Kia,2002,Khaki
WAUEF98E78A538626,Lamborghini,2004,
JH4DC54833S358190,Ford,1987,Crimson
2C3CDXHG2EH503340,Subaru,2004,Yellow
1D7RW3BKXAS536553,Jaguar,2004,Puce
1G6AJ5S37E0281407,Buick,1992,
1GKKRNED7EJ102747,Buick,1998,Blue
WAUHGAFC1DN751717,Plymouth,1993,Purple
1GYFK63817R900222,Ford,2001,Violet
WAULH64B61N072522,Chevrolet,1956,Indigo
JN1CV6APXBM721678,BMW,2005,Turquoise
KMHHT6KD5EU671737,Bentley,2011,Teal
WBAYA8C55FD277568,Lincoln,1999,Yellow
1D4RD4GG2BC885974,,,Green
WBAWB73567P431641,Nissan,2012,Khaki
5J6TF2H58FL698754,Volvo,1994,Pink
WAUSH94F68N321041,Nissan,2008,Yellow
WBA3A5G56EN097785,Hummer,1993,
JH4CU4F69CC643758,Holden,1997,Aquamarine
WAULT58E04A738640,Nissan,2008,Pink
1G6DR57V680717426,Hyundai,2011,Crimson
JTJBARBZ0F2966560,Lincoln,1999,Crimson
3VW4S7ATXEM437485,Buick,1985,Aquamarine
1D7RW3GK3BS460507,Austin,1963,Khaki
KMHTC6AD0DU051162,,,Violet
WBAYP1C58FD381929,Toyota,2001,Mauv
WAUDG94F36N510013,Mitsubishi,1993,
WAUMFAFR4FA502277,GMC,1993,Yellow
1GKS2GEJ8DR834519,Mazda,2006,Crimson
SCFAD02A67G144377,Ford,1996,Orange
WVWAN7AN8EE576907,Jeep,1995,
3D73M4HL9BG440052,GMC,2009,Turquoise
1FTSW2B56AE186561,Dodge,1993,Fuscia
1GKUKGEJ8AR525881,Dodge,1999,Puce
WAUWFAFL8CA542023,Volvo,2012,Blue
1FTEW1C81FK561815,Dodge,1997,Goldenrod
5J8TB3H3XDL893162,,,Crimson
5UXFE43548L630669,Ford,1997,Teal
WBAKG1C58CJ789463,Spyker,2007,
1FTMF1CW7AF624721,Dodge,1993,Violet
3N1CN7AP8EL606954,Ford,1989,Blue
KNADM5A38D6551028,Nissan,1998,Purple
3VW467AT0CM516505,Dodge,2011,Orange
1FTWW3A5XAE815845,Scion,2012,Purple
5N1AN0NU7FN263031,Chevrolet,2006,Purple
YV4952CY8E1839642,Ford,2006,Pink
JN1CV6EL9FM174853,Porsche,2013,Red
1G4GF5E30CF117815,Pontiac,1989,Maroon
3VW1K7AJ8EM306606,Mitsubishi,1984,
WBALL5C57EE156021,GMC,2008,Red
WA1VGAFP0EA447077,Lincoln,2012,Aquamarine
WA1CV94L79D237267,Saturn,1994,Green
1GYFK638X8R619022,Audi,2007,Purple
1G4CU541624020388,Porsche,2011,
WVWAP7ANXEE098449,Mercedes-Benz,1992,Teal
1G4GB5GR7FF619285,,,
2T3BFREV9EW806258,Jeep,1998,Green
5LMJJ3J5XCE006871,Mercury,1985,Red
4T1BD1EB4FU477699,Cadillac,2005,Pink
1G6DM577680924494,,,Maroon
WAULC58E75A638200,,,Green
WAUVC68E72A401135,Chevrolet,2006,Purple
YV126MFC0F2925062,,,Teal
3D7TT2HT7AG586813,Pontiac,1989,Goldenrod
2C3CDXHG3CH918308,Ford,1991,Purple
SCBEC9ZA3EC257353,Toyota,2012,Turquoise
1G6DH8E57C0011145,Lexus,2003,Khaki
5UXZV4C59D0760343,GMC,2012,
WAULD54B44N571085,GMC,1994,Khaki
5UXFG43579L100868,BMW,2007,Yellow
2G4WB55K431191728,Lexus,2006,Green
WAULC58EX3A544504,Suzuki,1990,Green
3N1AB7AP2FL635898,Nissan,2011,Fuscia
1N6AF0LY1EN439672,Lexus,2008,Purple
4F2CY0C76BK596544,Mazda,2012,Fuscia
3C63D3HL0CG385603,Hyundai,1999,Red
5UXFG8C54BL038357,Lincoln,1989,Turquoise
JN1BJ0HR9FM958017,Mercedes-Benz,1992,Aquamarine
SALVP2BG1FH918883,Nissan,2009,Maroon
5UXFB93523L778303,Mitsubishi,1992,Pink
WA1AM94L79D155338,Toyota,2012,Indigo
JTHBE5C23C5677702,Ford,1989,Yellow
3LNDL2L37CR120923,Oldsmobile,1992,
WUAGL78E06A112947,Land Rover,1996,Puce
1FT7W2A64EE743702,Lincoln,2011,Teal
SCBDR33W37C825289,GMC,1993,Goldenrod
WAUUL68E45A999975,Audi,2012,Fuscia
KMHHT6KD2EU458633,Toyota,2013,Mauv
WAUDG74FX5N544789,Ford,1984,Indigo
3VW517AT6EM063772,Lotus,2002,Yellow
3D7TT2CT6BG108830,Saab,2004,Purple
JTEBU5JR9D5218367,Honda,2003,Pink
1N4AL3AP0EC897003,Chevrolet,1992,Goldenrod
WBAYA8C52ED330399,Ford,1998,Red
WVGAV7AX2FW215990,Acura,1997,Purple
3GTXCYEJ7AG387021,Chevrolet,2006,Aquamarine
1FTSW3B50AE972944,Chevrolet,1999,Mauv
WAUGL98E07A098779,GMC,1994,Fuscia
JN1CV6EK9BM134791,Chevrolet,1978,Puce
5FRYD4H21GB521128,Toyota,1995,Blue
YV1612FS7E1772468,Chrysler,2007,Khaki
1N6AD0CU2EN213143,Mercedes-Benz,2004,Khaki
3D73Y4CL3BG938047,GMC,2007,Goldenrod
JH4DC53813S772652,Subaru,1993,Violet
WA1LGBFE7FD223428,Chevrolet,2000,Mauv
1C3CDWBA9CD386395,Chevrolet,2001,Green
WDCYC7DFXFX574729,Chevrolet,2006,Turquoise
JTDKDTB32D1220133,Chevrolet,2001,Violet
4T1BF3EK9AU496084,Volvo,2007,Khaki
WBAYF8C55ED251682,Hummer,2010,Crimson
5YMGZ0C57CL586413,Toyota,2005,
WBASP4C53CC963431,Ford,1995,
1G6AZ5SX8E0914914,Lotus,2012,Blue
5TDBCRFH1FS560617,Volkswagen,2011,Purple
WBANF33597C845805,Nissan,1996,Indigo
1GYEC63897R200649,Ford,2003,Blue
1GYS4FEJ2CR905173,Pontiac,1992,
WAUGGAFR9EA628322,BMW,2012,Pink
WUATNAFG8BN472092,Pontiac,1967,Orange
WAUAGAFD5EN217633,Chevrolet,1993,Goldenrod
5TFBW5F15DX385251,,,Fuscia
WAUAC68D11A755513,Chrysler,2008,Maroon
JN1CV6FE1FM484656,Mazda,2002,Violet
2C3CCAFJ0DH439246,Mitsubishi,2008,Yellow
1C4AJWAG5FL436351,Subaru,2008,Turquoise
WBAYA6C52ED593738,Cadillac,1954,Goldenrod
1YVHZ8BH5B5712921,GMC,2007,
JTDKDTB35D1564622,Chevrolet,1992,
JTHBF5C20D5061857,Chrysler,2008,Violet
WBAYP9C50FD900969,Chrysler,2008,Pink
WAUR2AFD1DN108487,Volkswagen,2005,Indigo
WBAKE5C51CE354452,Subaru,2001,Aquamarine
1FTSF3B51AE317238,Dodge,1998,Pink
1FMCU0D77AK472610,Nissan,2010,Pink
1GD22ZCG9CZ595748,BMW,2002,Maroon
5J8TB4H34FL252873,Dodge,2008,Blue
1C4SDJCT7EC284757,GMC,1999,Orange
WBAHL035X6D289954,Subaru,1992,Indigo
WBAGL63534D760791,Ford,2008,Turquoise
1FTSX2A50AE471299,Nissan,2002,Mauv
SAJWA4EC8BM357571,Maserati,2006,
WAUEH74F07N376312,Pontiac,1987,Purple
3GYFNDEY0AS291489,,,Fuscia
KNADM5A35D6410837,Volvo,1992,Blue
JTDJTUD30ED404603,Volkswagen,1998,Yellow
WAUGL98E87A887763,Chevrolet,2009,Violet
JM1NC2PF2E0228589,Chevrolet,1998,Yellow
SCBBB7ZHXCC519910,Ford,1984,Violet
5J8TB4H53FL442875,Chevrolet,2005,Turquoise
WAUWGAFC6EN274694,Volkswagen,1984,Purple
WBAXG5C58CD372467,Isuzu,2003,Indigo
2G61W5S86E9303965,Ford,2006,Violet
WA1MMBFE9AD390296,Mitsubishi,2006,Indigo
WAUJT64B73N565330,Oldsmobile,1992,Goldenrod
WBADX7C57DE464695,BMW,1992,Yellow
1GYEK63NX4R861837,Aston Martin,2006,Goldenrod
2G4WB52K021891393,Volkswagen,2010,Violet
1FA6P8AM3F5078943,Saab,2005,Purple
19UUA76548A327602,Nissan,2012,Violet
1G6KE57Y03U169440,Audi,1998,Blue
WBA3N3C52FF947163,Ford,1970,Aquamarine
1G4GE5G35FF261753,Chevrolet,1999,
WP1AE2A24BL082796,Mercury,1999,Aquamarine
SCBZB25E61C448313,Porsche,2003,Maroon
WBA6B4C52FD918494,Mazda,1995,Indigo
WBAUP9C59DV964448,GMC,1993,Green
5TFCW5F18BX377291,Ford,2001,Purple
WAU2GBFC3EN929091,Volkswagen,2011,Green
WP0CB2A88FK279041,Buick,1988,Mauv
1G6KD57Y59U405737,Subaru,2008,Indigo
JM1GJ1T68E1432855,Mazda,1988,Aquamarine
2GKALMEK4C6328521,Honda,1985,Aquamarine
JTDKTUD39DD918517,Buick,2006,Crimson
19UUA9F21AA217937,Volkswagen,1991,Aquamarine
1N6AF0LY6EN846595,Jeep,1992,Orange
WBAPN7C50BA374621,Dodge,1992,
3D7TP2CT9BG051804,,,Crimson
1G4GG5E34CF109861,Bentley,2005,Fuscia
1D7RB1CP4AS782959,Infiniti,2003,Green
WBAUN7C58DV684286,Mazda,1999,Purple
2C3CDXBG4CH561777,Ford,1990,Violet
2HNYD2H2XAH746648,BMW,1993,Orange
5FNYF3H29DB424602,Plymouth,2000,
1N6AA0CC6EN301841,BMW,2011,Orange
WVGAV7AX9CW542186,GMC,2003,Turquoise
JM1CW2CLXF0465827,Chevrolet,2003,Khaki
WAUDGAFL1CA638015,GMC,2011,Green
JH4DC53002C214861,Mercury,1998,Goldenrod
KNDPB3A20C7005902,Chevrolet,1996,Yellow
JTDJTUD30ED861797,Chevrolet,1993,Teal
3VW8S7AT8FM586867,,,Yellow
2C3CCAST0CH942894,Volvo,2008,
WBA6A0C54FD935955,Cadillac,2008,Orange
WAUMFAFL5AN878211,Mazda,1999,Violet
2C3CDYCJXDH180534,Ford,1998,
1N4AL2AP2BC547748,Mitsubishi,1993,
1G6AL5S33D0009610,Volkswagen,2012,Maroon
WBSDX9C58BE140756,Pontiac,1985,Turquoise
WVGAV3AX2EW316292,GMC,2000,Yellow
WBAYP9C56DD924240,Cadillac,2008,Green
KMHGH4JH7CU186714,,,
1GTC5LF92B8798477,Land Rover,2001,Blue
SAJWA4GB4FL571831,Suzuki,1994,
5FNYF3H49EB432508,Chevrolet,1996,
5UXWX7C56BL685580,Hyundai,2009,Pink
1G6AE5SX4D0770661,Mitsubishi,2000,
3N1CN7AP1FL343885,Audi,2003,Khaki
YV1672MC8CJ873879,Dodge,1993,Aquamarine
WAUMGBFL3AA322487,GMC,1993,Mauv
WDDGF4HB3DF705698,Ford,2001,Goldenrod
WBA3B9C51EF161199,Spyker,2006,Crimson
WA1WMAFP9EA461024,Oldsmobile,1993,Fuscia
WAUCVAFR9CA297713,Nissan,2000,Crimson
JM1NC2LF7C0440410,Subaru,2005,Indigo
WP0AB2A97FS432332,Geo,1993,Teal
JTDKTUD39DD096060,Land Rover,1995,Mauv
WAUSG94F59N185781,Lexus,2002,Yellow
